image_id,engine,predicted_text,actual_text
004,doctr,"ingredients: water, cocamidopropyl betaine, cocoamphodiacetate, cocamide dea, sodium disodium acrylates copolymer, potassium cocoyl chloride, potassium cocoate, butylene glycol, glycinate, melaleuca alternifolia triethanolamine, (tea tree) leaf oil, 1,2-hexanediol caprylyl glycol, hexylene glycol, disodium edta, niacinamide, salicylic acid; lactic acid, glycolic acid, melaleuca alternifolia (tea tree) extract, gluconic acid, mandelic acid, sodium hydroxide, lactobionic acid, sodium hyaluronate crosspolymer, anthemis nobilis flower extract, calendula officinalis flower extract, mentha piperita peppermint) leaf extract, thymus vulgaris (thyme) extract, chrysanthemum parthenium (feverfew) extract, lippia citriodora leaf extract, bellis perennis (daisy) flower extract, origanum vulgare leaf extract, salvia officinalis (sage) leat extract, urtica dioica (nettle) extract, ethylhexylglycern pentylene glycol, hydroxyacetophenone, tocopherol, potassium chloride","ingredients: water, cocamidopropyl, betaine, disodium cocoamphodiacetate, cocamide dea, sodium chloride, acrylates copolymer, potassium cocoyl glycinate, potassium cocoate, butylene glycol, triethanolamine, melaleuca alternifolia (tea tree) leaf oil, 1,2-hexanediol, caprylyl glycol, hexylene glycol, disodium edta, niacinamide, salicylic acid; lactic acid, glycolic acid, melaleuca alternifolia (tea tree) extract, gluconic acid, mandelic acid, sodium hydroxide, lactobionic acid, sodium hyaluronate crosspolymer, anthemis nobilis flower extract, calendula officinalis flower extract, mentha piperita (peppermint) leaf extract, thymus vulgaris (thyme) extract, chrysanthemum parthenium (feverfew) extract, lippia citriodora leaf extract, bellis perennis (daisy) flower extract, origanum vulgare leaf extract, salvia officinalis (sage) leaf extract, urtica dioica (nettle) extract, ethylhexylglycerin, pentylene glycol, hydroxyacetophenone, tocopherol, potassium chloride"
004,tesseract,"ingredients: water, cocomidopropyl betaine, disadi cgcoomphodlocetote, cocamide dea, sodium %li%g:g;n acrylates copolymer, potassium cocoy glycinate, potassium cocoate, butylene glycol triethanolaming melaleuca alternifolia (tea' tree) leaf oil, 1,2-hexanedia] caprylyl glycol, hexylene glycol, disodium edta, niacinamide, salicylic acid; lactic acid, glycolic acid melaleuca alternifolia (tea tree) extract, gluconic acid, mandelic acid, sodium hydroxide, lactobionic acid. sodium hyaluronate crosspolymer, anthemis nobilis flower extract - cdlendula officinalis flower extract, mentha piperita - (peppermint) leaf extract, thymus vulgaris (thyme) extract, - chrysanthemum parthenium (feverfew) extract, lippia c\t.riodorc leaf extract, bellis perennis (daisy) flower extractf, %;‘tganum vulgare leaf extract, salvia officinalis (s?q,e)c gz,g pe‘:?vc\;'ngmcgc? dioica (nettle) ex’crcnrc\:;,n cfr':gylhe%)é gghem,’ - potaggy, ycol, hydroxyacetop ,","ingredients: water, cocamidopropyl, betaine, disodium cocoamphodiacetate, cocamide dea, sodium chloride, acrylates copolymer, potassium cocoyl glycinate, potassium cocoate, butylene glycol, triethanolamine, melaleuca alternifolia (tea tree) leaf oil, 1,2-hexanediol, caprylyl glycol, hexylene glycol, disodium edta, niacinamide, salicylic acid; lactic acid, glycolic acid, melaleuca alternifolia (tea tree) extract, gluconic acid, mandelic acid, sodium hydroxide, lactobionic acid, sodium hyaluronate crosspolymer, anthemis nobilis flower extract, calendula officinalis flower extract, mentha piperita (peppermint) leaf extract, thymus vulgaris (thyme) extract, chrysanthemum parthenium (feverfew) extract, lippia citriodora leaf extract, bellis perennis (daisy) flower extract, origanum vulgare leaf extract, salvia officinalis (sage) leaf extract, urtica dioica (nettle) extract, ethylhexylglycerin, pentylene glycol, hydroxyacetophenone, tocopherol, potassium chloride"
005,paddleocr,"ingredients: mineral oil, fragrance, methylisothiazolinone,","ingredients: water, cetyl alcohol, cetrimonium chloride, glycerin, mineral oil, fragrance, polyquaternium 7, methylchloroisothiazolinone, methylisothiazolinone, butylene glycol, aloe barbadensis (aloe vera), leaf extract, menthol, citric acid, ci 19140, ci 42090"
005,doctr,"ingredients: alcohol, cetrimonium chloride, glycerin, water, cetyl fragrance, polyquaternium 7, oil, a mineral butyleneglycol, aloe none metharbeclogonassain barbadensis metvisctuazolinanci acid, ci 19140, ci 42090. (aloe veray menthol, citric va only keen out of reach of a","ingredients: water, cetyl alcohol, cetrimonium chloride, glycerin, mineral oil, fragrance, polyquaternium 7, methylchloroisothiazolinone, methylisothiazolinone, butylene glycol, aloe barbadensis (aloe vera), leaf extract, menthol, citric acid, ci 19140, ci 42090"
005,tesseract,4 e \7 ikead o1t of roanh e o,"ingredients: water, cetyl alcohol, cetrimonium chloride, glycerin, mineral oil, fragrance, polyquaternium 7, methylchloroisothiazolinone, methylisothiazolinone, butylene glycol, aloe barbadensis (aloe vera), leaf extract, menthol, citric acid, ci 19140, ci 42090"
006,paddleocr,"ingredients: blend protein (whey protein concentrate, whey protein isolate, whey hydrolyzed protein isolate), cocoa (processed with alkali) natural and artificial flavors, soy and or sunflower lecithin, cellulose gum, xanthan gum, salt, sucralose acesulfame potassium.","ingredients: protein blend (whey protein concentrate, whey protein isolate, hydrolyzed whey protein isolate), cocoa (processed with alkali), natural and artificial flavors, soy and/or sunflower lecithin, cellulose gum, xanthan gum, salt, sucralose, acesulfame potassium."
006,doctr,"ingredients: protein blend (whey protein concentrate. whey protein isolate, hydrolyzed whey protein solate), cocoa (processed with alkali), natural and artificial flavors, soy and/or sunflower lecithin, cellulose gum, xanthan gum, salt, sucralose, acesulfame potassium.","ingredients: protein blend (whey protein concentrate, whey protein isolate, hydrolyzed whey protein isolate), cocoa (processed with alkali), natural and artificial flavors, soy and/or sunflower lecithin, cellulose gum, xanthan gum, salt, sucralose, acesulfame potassium."
006,tesseract,"ingredients: protein blend (whey protein concentrate, whey protein isolate, | hydrolyzed whey protein isolate), cocoa (processed with alkali), natural and artificial flavors, soy and/or sunflower lecithin, cellulose gum, xanthan gum,. salt, sucralose, acesulfame potassium.","ingredients: protein blend (whey protein concentrate, whey protein isolate, hydrolyzed whey protein isolate), cocoa (processed with alkali), natural and artificial flavors, soy and/or sunflower lecithin, cellulose gum, xanthan gum, salt, sucralose, acesulfame potassium."
007,paddleocr,"ingredients: aqua, isopropyi alcohol, o-cymen-5-ol, isopentyldiol, betaine, fragrance","ingredients: aqua, isopropyl alcohol, o-cymen-5-ol, isopentyldiol, betaine, fragrance"
007,doctr,"ingredients: aqua, isopropyl alcohol, 0-cymen-5-ol, isopentyldiol, betaine, fragrance","ingredients: aqua, isopropyl alcohol, o-cymen-5-ol, isopentyldiol, betaine, fragrance"
007,tesseract,"ingredients: aqua, isopropy! alcohol, 0-cymen-5-0l, isopentyldiol, betaine, fragrance : % {","ingredients: aqua, isopropyl alcohol, o-cymen-5-ol, isopentyldiol, betaine, fragrance"
008,paddleocr,"ingredients: zea mays (com) starch, tricalcium phosphate, fragrance. manufactured by: johnson & johnson (thailand)","ingredients: zea mays (corn) starch, tricalcium phosphate, fragrance. manufactured by: johnson & johnson (thailand)"
008,doctr,"zea mays (com) starch, tricalcium phosphate fragrance. - - a a a dv. johnson&. johnson(tha","ingredients: zea mays (corn) starch, tricalcium phosphate, fragrance. manufactured by: johnson & johnson (thailand)"
008,tesseract,f = 0] b .- 7 '3 1 ™ 1) ! ) ——— - —_gpn p— v b 2 2 briv tv uy. jaatount o x . - p———,"ingredients: zea mays (corn) starch, tricalcium phosphate, fragrance. manufactured by: johnson & johnson (thailand)"
009,paddleocr,"ingredients: aqua, ammonium alum","ingredients: aqua, ammonium alum"
009,doctr,"ingredients: aqua, ammonium alum","ingredients: aqua, ammonium alum"
009,tesseract,"ngredients: aqua, ammoniumf","ingredients: aqua, ammonium alum"
010,paddleocr,creatine monohydrate (micronized),creatine monohydrate (micronized)
010,doctr,creatine monohydrate (micronized),creatine monohydrate (micronized)
010,tesseract,creatine monohydrate (micronized),creatine monohydrate (micronized)
011,paddleocr,"ingredients: petrolatum, cyclopentasiloxane, cyclohexasiloxane, silica dimethyl silylate, beeswax, aluminum starch octenylsuccinate, fragrance, simmondsia chinensis (jojoba) seed oil, propylparaben,","ingredients: petrolatum, cyclopentasiloxane, cyclohexasiloxane, silica dimethyl silylate, beeswax, aluminum starch octenylsuccinate, fragrance, simmondsia chinensis [jojoba] seed oil, propylparaben,"
011,doctr,"ingredients: petrolatum, cyclopentasiloxane, cyclonexasiloxane, silica dimethyl silylate, beeswax, aluminum starch octenylsuccinate, fragrance, simmondsia chinensis [jojoba) seed oil, propylparaben,","ingredients: petrolatum, cyclopentasiloxane, cyclohexasiloxane, silica dimethyl silylate, beeswax, aluminum starch octenylsuccinate, fragrance, simmondsia chinensis [jojoba] seed oil, propylparaben,"
011,tesseract,"gredients: petrolatum, | # cyclopentasiloxane, cyclohexasiloxane, \ silica dimethyl silylate, beeswax, aluminum starch (ctenylsuccinate, fragrance, simmondsia chinensis (jojoba) seed qil, propylparaben,","ingredients: petrolatum, cyclopentasiloxane, cyclohexasiloxane, silica dimethyl silylate, beeswax, aluminum starch octenylsuccinate, fragrance, simmondsia chinensis [jojoba] seed oil, propylparaben,"
012,paddleocr,"redients: aua(water/eau), silica silylate.","ingredients: aqua(water/eau), silica silylate."
012,doctr,"redients: wa(water/eau), silica silylate.","ingredients: aqua(water/eau), silica silylate."
012,tesseract,"wredients: mua(water /eau), silica silylate","ingredients: aqua(water/eau), silica silylate."
013,paddleocr,"denat., tetrahydrdifeulmeane, aqua, alcohol ingredients: dimethicone, peg-12 peg-40 betoine, hydrogenated coastor oil, cellulose, hydroxypropy lactose, methylcellulose, jojoba esters, tocopheryl acetate, ascorbyl palmitate, salicyic acid, fragrance, menthol, sodium ctrate, benzophenone-4","ingredients: aqua, alcohol denat., tetrahydrodiferuloylmethane betaine, peg-12 dimethicone, peg-40 hydrogenated castor oil, lactose, cellulose, hydroxypropyl methylcellulose, jojoba esters, tocopheryl acetate, ascorbyl palmitate, salicylic aid, fragrance, menthol, sodium citrate, benzophenone-4"
013,doctr,"ingredients:aqua, alcohol denat, tetrahydrodiendoymettare betaine, peg-12 dimethicone, peg-40 hydrogenated castor oil, lactose, cellulose hydroxypropy methycellulose jojoba esters, tocophery acetate, ascorby palmitate salicylic add, frogrance menthol, sodium gtrate, benzophenone-4","ingredients: aqua, alcohol denat., tetrahydrodiferuloylmethane betaine, peg-12 dimethicone, peg-40 hydrogenated castor oil, lactose, cellulose, hydroxypropyl methylcellulose, jojoba esters, tocopheryl acetate, ascorbyl palmitate, salicylic aid, fragrance, menthol, sodium citrate, benzophenone-4"
013,tesseract,"{ ingredients: aqua, alcohol denat., tetrahydrodiferuloyimethane | betoine, peg-12 dimethicone, peg-40 hydrogenafed costor 0 | lodose, cellulose, hydroxypropyl methyicellulose, jojoba ester | locophen acetate, ascorbyl palmifate, salicyfic add, frogronee","ingredients: aqua, alcohol denat., tetrahydrodiferuloylmethane betaine, peg-12 dimethicone, peg-40 hydrogenated castor oil, lactose, cellulose, hydroxypropyl methylcellulose, jojoba esters, tocopheryl acetate, ascorbyl palmitate, salicylic aid, fragrance, menthol, sodium citrate, benzophenone-4"
014,paddleocr,"ingredients water, glycerol, retinol, centella asiatica extract, hyaluronic acid, scutellaria baicalensis root extract, vitamin c, palmitoyl pentapeptide-4","ingredients water, glycerol, retinol, centella asiatica extract, hyaluronic acid, scutellaria baicalensis root extract, vitamin c, c palmitoyl pentapeptide-4"
014,doctr,"ingredients water, glycerol, retinol, centella asiatica extract, hyaluronic acid, scutellaria baicalensis root extract, vitamin c, c palmitoyl pentapeptide-4","ingredients water, glycerol, retinol, centella asiatica extract, hyaluronic acid, scutellaria baicalensis root extract, vitamin c, c palmitoyl pentapeptide-4"
014,tesseract,".;_» rol, retinol, centella asiatica extract, hyaluronic ‘scutellaria baicalensis root extract, vitamin c, c oyl pentapeptide-4","ingredients water, glycerol, retinol, centella asiatica extract, hyaluronic acid, scutellaria baicalensis root extract, vitamin c, c palmitoyl pentapeptide-4"
015,paddleocr,"ingredients: petroleum distillates, paraffin, hydrogenated castor oil, polyethylene, xylene, cl 26105","ingredients: petroleum distillates, paraffin hydrogenated castor oil, polyethylene, xylene ci 26105"
015,doctr,"ingredients: petroleum distillates, paraffin, hydrogenated castor oil, polyethylene, xylene, ci 26105","ingredients: petroleum distillates, paraffin hydrogenated castor oil, polyethylene, xylene ci 26105"
015,tesseract,"ingredients: s | petroleum distillates, paraffin, hydrogenated castor oil, polyethylene, xylene, cl 26105","ingredients: petroleum distillates, paraffin hydrogenated castor oil, polyethylene, xylene ci 26105"
016,paddleocr,"water, propylene glycol, ingredlents: ppg-26-buteth-26, sallcylic acd, arbutin, betalne, magneslum ascorbyl phosphate, citric acld, aminopropyl ascorbyl phosphate, peg-40 hydrogenated glutathlone, castor oil, glycerin, phenoxyethanol, ethoxydiglycol, ethyl acetate, sodlum lactate, fragrance, tetrasodlum edta, butylene glycol, potasslum azeloyl diglycnate, caprylyl glycol, dipotasslum glycyrrhizate, benzophenone-4, sodlum benzoate, hamamells s virginlana extract, sulfite, sodlum leaf sodlum metablsulfite, acetyl tyrosine, saxdfraga sarmentosa extract, dipropylene root glycol, paeonla suffruticosa etract, potasslum root sorbate, scutellarla balcalensis extract, 19140, a 115985.","ingredients: water, propylene glycol, ppg-26-buteth-26, betaine, salicylic acid, arbutin, magnesium ascorbyl phosphate, citric acid, aminopropyl ascorbyl phosphate, glutathione, peg-40 hydrogenated castor oil, glycerin, phenoxyethanol, ethoxydiglycol, ethyl acetate, sodium lactate, fragrance, tetrasodium, edta, butylene glycol, potassium azeloyl diglycinate, caprylyl glycol, dipotassium glycyrrhizate, benzophenone-4, sodium benzoate, hamamelis, virginiana leaf extract, sodium sulfite, sodium metabisulfite, acetyl tyrosine, saxifraga sarmentosa extract, dipropylene glycol, paeonia suffruticosa root extract, potassium sorbate, scutellaria balcalensis root extract, ci 19140, ci 15985."
016,doctr,"ingredients: water, propylene glycol, ppg-26-buteth-26, betaine, salicylic acid, arbutin, magneslum ascorby phosphate, citric acid, aminopropyl ascorbyl phosphate, glutathlone, peg-40 hydrogenated castor oll, glycerin, phenoxyethanol, ethoxydiglycol, ethyl acetate, sodlum lactate, fragrance, tetrasodlum edta, butylene glycol, potasslum azeloyl diglycinate, capryly glycol, dipotasslum glycyrhizate, benzophenone-4, sodlum benzoate, hamamells virginlana leaf extract sodium sulfite, sodlum metabisulfite, acetyl tyrosine, saxifraga sarmentosa extract dipropylene glycol, paeonla suffruticosa root xtract potasslum sorbate, scutellaria balcalensis root 6md,c19140,cc15985.","ingredients: water, propylene glycol, ppg-26-buteth-26, betaine, salicylic acid, arbutin, magnesium ascorbyl phosphate, citric acid, aminopropyl ascorbyl phosphate, glutathione, peg-40 hydrogenated castor oil, glycerin, phenoxyethanol, ethoxydiglycol, ethyl acetate, sodium lactate, fragrance, tetrasodium, edta, butylene glycol, potassium azeloyl diglycinate, caprylyl glycol, dipotassium glycyrrhizate, benzophenone-4, sodium benzoate, hamamelis, virginiana leaf extract, sodium sulfite, sodium metabisulfite, acetyl tyrosine, saxifraga sarmentosa extract, dipropylene glycol, paeonia suffruticosa root extract, potassium sorbate, scutellaria balcalensis root extract, ci 19140, ci 15985."
016,tesseract,"predlents: water, propylene glycol, ppg26:5utee fetaine, salicylic add, arbutin, m.gf:um - - peg40 hydrogenated castor oll, glycern, ~ 419140, q 15985,","ingredients: water, propylene glycol, ppg-26-buteth-26, betaine, salicylic acid, arbutin, magnesium ascorbyl phosphate, citric acid, aminopropyl ascorbyl phosphate, glutathione, peg-40 hydrogenated castor oil, glycerin, phenoxyethanol, ethoxydiglycol, ethyl acetate, sodium lactate, fragrance, tetrasodium, edta, butylene glycol, potassium azeloyl diglycinate, caprylyl glycol, dipotassium glycyrrhizate, benzophenone-4, sodium benzoate, hamamelis, virginiana leaf extract, sodium sulfite, sodium metabisulfite, acetyl tyrosine, saxifraga sarmentosa extract, dipropylene glycol, paeonia suffruticosa root extract, potassium sorbate, scutellaria balcalensis root extract, ci 19140, ci 15985."
017,paddleocr,"ingredients: vegetable oil (rapeseed, cottonseed, and soya bean) allergen information: contains peanuts and soya bean product","ingredients: roasted peanuts, roasted peanut oil, and hydrogenated vegetable oil (rapeseed, cottonseed, and soya bean) allergen information: contains peanuts and soya bean product"
017,doctr,"ingredients: roastedpeanuts, - roasted peanut oil. and hydrogenated vegetable oil (rapeseed,cottonseed,and soyabean) allergen information: contains peanuts and soyabean product","ingredients: roasted peanuts, roasted peanut oil, and hydrogenated vegetable oil (rapeseed, cottonseed, and soya bean) allergen information: contains peanuts and soya bean product"
017,tesseract,"ingredients: roasted peanuts, roasted peanut oil, and hydrogenat: vegetable oil (rapeseed, cottonseed, and soyabean allergen information: contains peanuts and soyabe an product","ingredients: roasted peanuts, roasted peanut oil, and hydrogenated vegetable oil (rapeseed, cottonseed, and soya bean) allergen information: contains peanuts and soya bean product"
018,paddleocr,"ingredients: non-dairy creamer (glucose syrup, hydrogenated vegetable fat [palm kernel oil], milk protein [sodium caseinate], emulsifier [mono diglycerides and of fatty acids], stabilizer [potassium phosphates], anticaking agent [silicon dioxide]), san mig coffee sucralose, coffee, instant nature-identical flavor, acesulfame-k and","ingredients: non-dairy creamer (glucose syrup, hydrogenated vegetable fat [palm kernel oil], milk protein [sodium caseinate], emulsifier [mono- and diglycerides of fatty acids], stabilizer [potassium phosphates], anticaking agent [silicon dioxide]), san mig coffee instant coffee, sucralose, nature-identical flavor, and acesulfame-k"
018,doctr,"ingredients: non-dairy creamer (glucose syrup, hydrogenated vegetable fat [palm kernel oil], milk protein [sodium caseinate), emulsifier [mono- and diglycerides of fatty acids], stabilizer potassium phosphates). anticaking agent [silicon dioxide]), san mig coffee instant coffee, sucralose, nature-identical flavor, and acesulfame-k","ingredients: non-dairy creamer (glucose syrup, hydrogenated vegetable fat [palm kernel oil], milk protein [sodium caseinate], emulsifier [mono- and diglycerides of fatty acids], stabilizer [potassium phosphates], anticaking agent [silicon dioxide]), san mig coffee instant coffee, sucralose, nature-identical flavor, and acesulfame-k"
018,tesseract,"ingredients: non-dairy creamer {glucose syrup, hydrogenated vegetable fat [palm kernel oil], milk protein [sodium caseinate], emulsifier [mono- and diglycerides of fatty acids], stabilizer [potassium phosphates], anticaking agent [silicon dioxide]), san mig coffee instant coffee, sucralose, nature-ldentica] flavor, and acesulfame-k","ingredients: non-dairy creamer (glucose syrup, hydrogenated vegetable fat [palm kernel oil], milk protein [sodium caseinate], emulsifier [mono- and diglycerides of fatty acids], stabilizer [potassium phosphates], anticaking agent [silicon dioxide]), san mig coffee instant coffee, sucralose, nature-identical flavor, and acesulfame-k"
019,paddleocr,"ingredlents: water, refined sugar, milk solids (skimmed milk powder buirtermilk powder, whey powder), refined vegelable oil, glucose syrup, mango puree, food stabilizers and emulsifiers (mono- and sigiyearides of fatty acids, guar gum, cellulose gum, carrageenan) natral and arlificial food flavors and colors (sunsel yellow and tartazire","ingredients: water refined sugar, milk solids (skimmed milk powder, buttermilk powder, whey powder), refined vegetable oil, glucose syrup, mango puree, food stabilizers and emulsifiers (mono- and diglycerides of fatty acids, guar gum, cellulose gum, carrageenan), natural and artificial food flavours and colors (sunset yellow and tartrazine)."
019,doctr,"ingredients. water,refined.sugar, milksolids (skimmedmilk 18 noct buitermik.powder. wheypowder), refined vegetable.oil glucose syrup.mangopuree, food. stabilizers.and.emuisifiers (mono-and candes.offattyacus, guargum,cellulosegum, carrageenan) : aturaland.artiticialfood.flavors.and.colors(sunsetyellowand artrazine).","ingredients: water refined sugar, milk solids (skimmed milk powder, buttermilk powder, whey powder), refined vegetable oil, glucose syrup, mango puree, food stabilizers and emulsifiers (mono- and diglycerides of fatty acids, guar gum, cellulose gum, carrageenan), natural and artificial food flavours and colors (sunset yellow and tartrazine)."
019,tesseract,"o tients: waler, refined suoar, milk solids (skimmaed mik powdar by onnilk powder whey powder) refined vegelatie (1 glicose saan, mange puree, food sabilizers and emuisiiiors (mono. ang mwmamfmfmwcm(wymw,","ingredients: water refined sugar, milk solids (skimmed milk powder, buttermilk powder, whey powder), refined vegetable oil, glucose syrup, mango puree, food stabilizers and emulsifiers (mono- and diglycerides of fatty acids, guar gum, cellulose gum, carrageenan), natural and artificial food flavours and colors (sunset yellow and tartrazine)."
020,paddleocr,"ingredients: organic apple cider vinegar, water.","ingredients: organic apple cider vinegar, water."
020,doctr,"ingredients: organic apple cider vinegar, water.","ingredients: organic apple cider vinegar, water."
020,tesseract,,"ingredients: organic apple cider vinegar, water."
021,paddleocr,"ingredients: mangosteen (garcinia mangostana) fruit extract, camu camu (myrciaria dubia) fruit extract, marine collagen powder, calcium ascorbate, , quercetin (as quercetin dihydrate), nac (n-actyl cystiene), zinc sulphate. selenium and cholecalciferol (vitamin d3). each vegetable capsule contains red iron oxide e172 (colorant additive) and (structural).","ingredients: mangosteen (garcinia mangostana) fruit extract, camu camu (myrciaria dubia) fruit extract, marine collagen powder, calcium ascorbate, quercetin (as quercetin dihydrate), nac (n-actyl cystiene), zinc sulphate, selenium and cholecalciferol (vitamin d3). each vegetable capsule contains red iron oxide e172 (colorant additive), titanium dioxide e171 (opacifier agent additive) and hypromellose e464 (structural)."
021,doctr,"ingredients: mangosteen (garcinia mangostana) fruit extract camu camu (myrciaria dubia) fruit extract, marine collagen powder, calcium ascorbate, quercetin (as quercetin dihydrate) nac (n-actyl cystiene) zinc sulphate, selenium and cholecalciferol (vitamin d3). each vegetable capsule contains red iron oxide e172 (colorant additive), titanium dioxide e171 (opacifier agent additive) and hypromellose e464 (structural).","ingredients: mangosteen (garcinia mangostana) fruit extract, camu camu (myrciaria dubia) fruit extract, marine collagen powder, calcium ascorbate, quercetin (as quercetin dihydrate), nac (n-actyl cystiene), zinc sulphate, selenium and cholecalciferol (vitamin d3). each vegetable capsule contains red iron oxide e172 (colorant additive), titanium dioxide e171 (opacifier agent additive) and hypromellose e464 (structural)."
021,tesseract,": ingredients: ~ mangosteen (garginja - mangostana) fruit extract ~ camu camu (myrciaria dubia) fruit extract, marine collagen powder, calcium - ascorbate, quercetin (as quercetin dihydrate), nac (n-actyl cystiene), zinc sulphate, selenium and cholecalciferol (vitamin d3). each vegetable %me contains red ';0"" _ uxide e172 (coloran additive), titanit(im dioxide €171 (opacifier agent additive) and hypromel | ose e464 (structural).","ingredients: mangosteen (garcinia mangostana) fruit extract, camu camu (myrciaria dubia) fruit extract, marine collagen powder, calcium ascorbate, quercetin (as quercetin dihydrate), nac (n-actyl cystiene), zinc sulphate, selenium and cholecalciferol (vitamin d3). each vegetable capsule contains red iron oxide e172 (colorant additive), titanium dioxide e171 (opacifier agent additive) and hypromellose e464 (structural)."
